Data (bytes)	Time (s)
461664	2.000539
449568	2.000200
475776	2.000587
471744	2.000640
463680	2.000647
457632	2.000644
466704	2.000474
465696	2.000280
444528	2.000289
465696	2.000624
457632	2.000283
474768	2.000649
461664	2.000288
455616	2.000288
452592	2.000772
