Data (bytes)	Time (s)
203616	2.000687
230832	2.000350
230832	2.000357
240912	2.000295
232848	2.000610
244944	2.000762
249984	2.000644
260064	2.000641
254016	2.000291
257040	2.000296
238896	2.000554
262080	2.000342
250992	2.000663
248976	2.000297
260064	2.000664
