Data (bytes)	Time (s)
4032	2.000690
120960	2.000293
167328	2.000286
208656	2.000688
245952	2.000293
238896	2.000300
209664	2.000344
190512	2.000329
245952	2.000651
259056	2.000484
188496	2.000311
196560	2.000655
203616	2.000647
219744	2.000786
243936	2.000325
