Data (bytes)	Time (s)
438480	2.000319
458640	2.000287
463680	2.000690
438480	2.000577
453600	2.000288
470736	2.000293
439488	2.000590
389088	2.000515
378000	2.000651
438480	2.000296
434448	2.000296
439488	2.000595
423360	2.000289
434448	2.000494
443520	2.000290
