Data (bytes)	Time (s)
464688	2.000716
472752	2.000580
468720	2.000639
443520	2.000669
468720	2.000684
476784	2.000305
484848	2.000616
463680	2.000300
457632	2.000279
467712	2.000601
464688	2.000304
448560	2.000655
462672	2.000505
482832	2.000639
464688	2.000303
