Data (bytes)	Time (s)
444528	2.000830
436464	2.000649
435456	2.000579
442512	2.000560
413280	2.000570
458640	2.000682
422352	2.000305
447552	2.000296
459648	2.000300
467712	2.000296
440496	2.000601
436464	2.000619
444528	2.000652
446544	2.000623
449568	2.000640
