Data (bytes)	Time (s)
128016	2.000677
174384	2.000296
185472	2.000637
191520	2.000298
200592	2.000509
12096	2.000651
154224	2.000640
159264	2.000600
191520	2.000652
182448	2.000662
5040	2.000656
139104	2.000662
153216	2.000694
189504	2.000737
198576	2.000408
