Data (bytes)	Time (s)
0	2.000838
45360	2.000673
51408	2.000312
118944	2.000640
126000	2.000673
0	2.000686
36288	2.000662
128016	2.000649
103824	2.000301
99792	2.000637
0	2.000641
85680	2.000679
88704	2.000640
87696	2.000666
60480	2.000632
