Data (bytes)	Time (s)
461664	2.000676
441504	2.000297
466704	2.000282
459648	2.000601
468720	2.000529
456624	2.000664
488880	2.000367
464688	2.000290
455616	2.000543
460656	2.000679
414288	2.000433
466704	2.000363
446544	2.000467
465696	2.000287
472752	2.000518
