Data (bytes)	Time (s)
474768	2.003841
467712	2.000293
470736	2.000700
476784	2.000619
473760	2.000295
470736	2.000738
481824	2.000345
485856	2.000353
482832	2.000534
477792	2.000609
461664	2.000597
458640	2.000366
473760	2.000701
470736	2.000629
468720	2.000745
