Data (bytes)	Time (s)
13104	2.000697
184464	2.000677
178416	2.000741
169344	2.000735
214704	2.000693
0	2.000666
139104	2.000675
132048	2.000617
156240	2.000723
189504	2.000287
0	2.000682
146160	2.000642
215712	2.000294
210672	2.000638
221760	2.000621
