Data (bytes)	Time (s)
71568	2.000655
122976	2.000589
217728	2.000287
228816	2.000790
239904	2.000292
62496	2.000295
188496	2.000771
224784	2.000718
256032	2.000634
249984	2.000659
85680	2.000748
235872	2.000615
227808	2.000619
230832	2.000298
228816	2.000589
