Data (bytes)	Time (s)
169344	2.000328
231840	2.000281
234864	2.000654
242928	2.000644
230832	2.000610
81648	2.000677
219744	2.000650
222768	2.000701
142128	2.000811
199584	2.000512
75600	2.000801
198576	2.000608
243936	2.000890
233856	2.000344
224784	2.000348
