Data (bytes)	Time (s)
458640	2.000659
455616	2.000520
445536	2.000288
467712	2.000523
449568	2.000289
463680	2.000620
462672	2.000352
460656	2.000497
476784	2.000629
477792	2.000565
461664	2.000298
472752	2.000684
465696	2.000289
464688	2.000651
461664	2.000220
