Data (bytes)	Time (s)
356832	2.000661
374976	2.004275
392112	2.000312
352800	2.000685
438480	2.000549
378000	2.000640
373968	2.000593
380016	2.000302
422352	2.000297
414288	2.000584
339696	2.000332
363888	2.000567
390096	2.000301
442512	2.000643
452592	2.000878
