Data (bytes)	Time (s)
188496	2.000645
205632	2.000649
210672	2.000640
242928	2.000651
241920	2.000293
138096	2.000642
213696	2.000341
229824	2.000645
186480	2.000615
191520	2.000600
61488	2.000666
197568	2.000301
188496	2.000656
183456	2.000733
209664	2.000511
