Data (bytes)	Time (s)
130032	2.000699
185472	2.000289
221760	2.000577
221760	2.000646
203616	2.006385
121968	2.000763
205632	2.000848
60480	2.000531
64512	2.000285
79632	2.000633
0	2.000671
126000	2.000710
154224	2.000683
54432	2.000633
117936	2.000731
