Data (bytes)	Time (s)
301392	2.000312
259056	2.000611
233856	2.000637
239904	2.000621
256032	2.000210
317520	2.000310
252000	2.000995
240912	2.000830
250992	2.000766
253008	2.000653
348768	2.000701
367920	2.000677
388080	2.000261
417312	2.000726
369936	2.000993
245952	2.000556
148176	2.000297
224784	2.000630
219744	2.000673
218736	2.000669
123984	2.000671
202608	2.000627
210672	2.000616
221760	2.000287
208656	2.000686
