Data (bytes)	Time (s)
156240	2.000737
166320	2.000708
195552	2.000639
193536	2.000580
185472	2.000698
165312	2.000291
193536	2.000293
191520	2.000641
218736	2.000686
208656	2.000460
157248	2.000635
182448	2.000674
186480	2.000553
201600	2.000647
220752	2.000916
