Data (bytes)	Time (s)
375984	2.000311
393120	2.000284
406224	2.000407
416304	2.000342
445536	2.000658
381024	2.000690
383040	2.000587
406224	2.000472
439488	2.000692
438480	2.000615
374976	2.000582
356832	2.000297
392112	2.000664
450576	2.000296
448560	2.000674
