Data (bytes)	Time (s)
343728	2.000694
322560	2.000342
339696	2.000569
354816	2.000629
404208	2.000704
299376	2.000632
245952	2.000285
250992	2.000654
260064	2.000799
264096	2.000652
374976	2.000475
366912	2.000627
376992	2.000639
362880	2.000560
411264	2.000472
294336	2.000651
231840	2.000516
238896	2.000701
243936	2.000610
241920	2.000602
