Data (bytes)	Time (s)
399168	2.000369
422352	2.000300
437472	2.000650
449568	2.000643
453600	2.000575
420336	2.000803
421344	2.000489
447552	2.000540
439488	2.000289
452592	2.000639
432432	2.000633
425376	2.000707
448560	2.000290
443520	2.000664
446544	2.000528
