Data (bytes)	Time (s)
361872	2.000744
385056	2.000546
358848	2.000346
430416	2.000296
430416	2.000294
299376	2.000663
340704	2.000398
397152	2.000290
409248	2.000641
401184	2.000297
368928	2.000653
336672	2.000662
332640	2.000672
412272	2.000696
389088	2.000649
