Data (bytes)	Time (s)
7056	2.000702
76608	2.000287
80640	2.000341
99792	2.000709
127008	2.000344
26208	2.000650
112896	2.000651
209664	2.006326
222768	2.000297
236880	2.000690
134064	2.000348
190512	2.000644
205632	2.000841
204624	2.000644
198576	2.000659
