Data (bytes)	Time (s)
219744	2.003871
240912	2.000505
223776	2.000698
229824	2.000286
224784	2.000656
172368	2.000677
196560	2.000669
211680	2.000653
229824	2.000593
230832	2.000826
182448	2.000739
213696	2.000706
209664	2.000647
222768	2.000646
242928	2.000479
