Data (bytes)	Time (s)
262080	2.000695
218736	2.000676
237888	2.000739
244944	2.000456
243936	2.000312
291312	2.000660
361872	2.000727
279216	2.000731
308448	2.000534
310464	2.000292
229824	2.000626
229824	2.000650
224784	2.000663
222768	2.000763
233856	2.000629
237888	2.000647
215712	2.000294
230832	2.000719
219744	2.000719
226800	2.000302
