Data (bytes)	Time (s)
0	2.000705
249984	2.000637
260064	2.000668
276192	2.000297
263088	2.000831
303408	2.000226
243936	2.000665
249984	2.000678
239904	2.000676
241920	2.000402
337680	2.000654
334656	2.000629
348768	2.000283
334656	2.000443
283248	2.000307
265104	2.000691
218736	2.000329
223776	2.000643
204624	2.000661
226800	2.000659
204624	2.000656
205632	2.000663
194544	2.000787
173376	2.000694
190512	2.000639
