Data (bytes)	Time (s)
247968	2.000674
248976	2.000784
249984	2.000756
252000	2.000291
254016	2.000621
255024	2.000780
234864	2.000457
236880	2.000652
217728	2.000649
233856	2.000747
241920	2.000300
218736	2.000302
236880	2.000730
242928	2.000778
249984	2.000621
