Data (bytes)	Time (s)
2016	2.000825
67536	2.000623
160272	2.000677
216720	2.000661
244944	2.000416
104832	2.000832
219744	2.000675
244944	2.000764
240912	2.000677
214704	2.000666
205632	2.000636
188496	2.000299
207648	2.000793
219744	2.000709
201600	2.000653
