Data (bytes)	Time (s)
369936	2.000688
325584	2.000526
382032	2.000661
348768	2.000351
396144	2.000470
231840	2.000609
405216	2.000599
409248	2.000555
415296	2.000634
440496	2.000296
455616	2.000843
437472	2.000291
450576	2.000650
439488	2.000348
472752	2.000337
