Data (bytes)	Time (s)
8064	2.000532
144144	2.000664
142128	2.000674
168336	2.000354
269136	2.000308
61488	2.000663
168336	2.000634
261072	2.000738
245952	2.000437
225792	2.000341
170352	2.000499
187488	2.000636
204624	2.000707
188496	2.000508
218736	2.000295
209664	2.000290
218736	2.000463
249984	2.000692
222768	2.000666
250992	2.000300
